Geo Point;Geo Shape;Código;Nombre;Categoria;Actividad;Dirección;Teléfono;Pagina web
4.616289828000049,-74.15348702999994;"{""coordinates"": [-74.15348702999994, 4.616289828000049], ""type"": ""Point""}";04140007;Hospital Occidente de Kennedy III Nivel  E.S.E.;4;14;TV 74 F # 40 B 54 SUR;4546800;www.hospitaloccidentekennedy.gov.co
4.569802242000037,-74.08335540999991;"{""coordinates"": [-74.08335540999991, 4.569802242000037], ""type"": ""Point""}";04140010;Hospital San Blas II Nivel E.S.E.;4;14;TV 2  B ESTE 16 50 SUR;2891100;www.hospitalsanblas.gov.co/?
4.589946597000051,-74.06988044099995;"{""coordinates"": [-74.06988044099995, 4.589946597000051], ""type"": ""Point""}";04140011;Hospital Centro Oriente E.S.E. II Nivel;4;14;KR 4 A ESTE # 6 20;3339194;
4.513344353000093,-74.11659779599995;"{""coordinates"": [-74.11659779599995, 4.513344353000093], ""type"": ""Point""}";04140019;UPA Marichuela;4;14;CL 76 SUR # 1 42;7627010;www.eseusme.gov.co
4.692851038000072,-74.0676468289999;"{""coordinates"": [-74.0676468289999, 4.692851038000072], ""type"": ""Point""}";04140043;Clínica de Medicina Física y Rehabilitación Fray Bartolomé de Las Casas;4;14;KR 65 # 103 66;2717882 - 5261262;
4.605397924000044,-74.09933417399992;"{""coordinates"": [-74.09933417399992, 4.605397924000044], ""type"": ""Point""}";04140048;Clínica Veraguas;4;14;CL 5 # 30 18;5967540;
4.60188101400007,-74.1298231849999;"{""coordinates"": [-74.1298231849999, 4.60188101400007], ""type"": ""Point""}";04140053;UPA 26 Alcalá Muzu;4;14;KR 52 # 37 05 SUR;2701958;www.hospitalsur.gov.co
4.685965564000071,-74.08623683399992;"{""coordinates"": [-74.08623683399992, 4.685965564000071], ""type"": ""Point""}";04140056;CAMI Ferias;4;14;CL 75 # 69 H 08;2913300 EXT 1404;www.saludcapital.gov.co
4.63424853500004,-74.07096127199992;"{""coordinates"": [-74.07096127199992, 4.63424853500004], ""type"": ""Point""}";04140078;Clínica Nueva;4;14;CL 45 F # 16 A 11;3274444;
4.576638447000049,-74.09133122199994;"{""coordinates"": [-74.09133122199994, 4.576638447000049], ""type"": ""Point""}";04140081;Hospital Universitario Clínica San Rafael;4;14;KR 8 # 17 45 SUR;2729900;www.clinicasanrafael.com.co
4.627045506000059,-74.0692003499999;"{""coordinates"": [-74.0692003499999, 4.627045506000059], ""type"": ""Point""}";04140084;Clínica Magdalena;4;14;CL 39 # 14 34;2853900;
4.670772901000078,-74.05808617899991;"{""coordinates"": [-74.05808617899991, 4.670772901000078], ""type"": ""Point""}";04140114;Clínica Loyola;4;14;KR 19 A 84 64;6168152;www.clinicaloyola.com.co
4.593619748000037,-74.08863309999992;"{""coordinates"": [-74.08863309999992, 4.593619748000037], ""type"": ""Point""}";04140120;Fundación Hospital de La Misericordia;4;14;AK 14 1 13;3811970;fundacionhomi.org.co/
4.602786815000058,-74.10655894699994;"{""coordinates"": [-74.10655894699994, 4.602786815000058], ""type"": ""Point""}";05150003;Parroquia San Lucas;5;15;CL 1D 32A 14;;
4.638677525000048,-74.17327978999992;"{""coordinates"": [-74.17327978999992, 4.638677525000048], ""type"": ""Point""}";05150005;Iglesia Santa María de Guadalupe;5;15;CL 42A SUR 90 15;;
4.6420679340000675,-74.0593043419999;"{""coordinates"": [-74.0593043419999, 4.6420679340000675], ""type"": ""Point""}";05150030;Parroquia de San Francisco de Paula;5;15;AK 3 57 61;;
4.581030020000071,-74.13570488699992;"{""coordinates"": [-74.13570488699992, 4.581030020000071], ""type"": ""Point""}";05150032;Iglesia de La Sagrada Familia Barrio El Carmen;5;15;KR 28 50 09 SUR;2383860;
4.694954300000063,-74.03027019399991;"{""coordinates"": [-74.03027019399991, 4.694954300000063], ""type"": ""Point""}";05150040;Parroquia Santa Bárbara de Usaquén;5;15;KR 6 118 60;2133304;
4.70775377800004,-74.05636048699995;"{""coordinates"": [-74.05636048699995, 4.70775377800004], ""type"": ""Point""}";05150069;Iglesia de Jesucristo de Los Santos de Los Últimos Días;5;15;KR 46 127 45;;https://www.lds.org/?lang=spa?
4.595130620000077,-74.10744603699993;"{""coordinates"": [-74.10744603699993, 4.595130620000077], ""type"": ""Point""}";05150073;Parroquia Santo Cura de Ars;5;15;KR 31 15 04 SUR;7138424;
4.596759749000057,-74.07246812599993;"{""coordinates"": [-74.07246812599993, 4.596759749000057], ""type"": ""Point""}";05150077;Iglesia Convento de la Candelaria;5;15;CL 11 3 86;;
4.648795864000077,-74.08305293799992;"{""coordinates"": [-74.08305293799992, 4.648795864000077], ""type"": ""Point""}";05150083;Iglesia de Jesucristo de los Santos de los Últimos Días;5;15;KR 45 57B 26;;https://www.lds.org/?lang=spa?
4.692692001000069,-74.06880877999993;"{""coordinates"": [-74.06880877999993, 4.692692001000069], ""type"": ""Point""}";05150088;Iglesia Cristiana de los Testigos de Jehová;5;15;KR 65 103 75;;
4.693766235000055,-74.11048152799992;"{""coordinates"": [-74.11048152799992, 4.693766235000055], ""type"": ""Point""}";05150089;Parroquia Santa Catalina de Siena;5;15;CL 69A 89 32;2513028;
4.697123352000062,-74.10337812799992;"{""coordinates"": [-74.10337812799992, 4.697123352000062], ""type"": ""Point""}";05150099;Iglesia Nuestra Señora de La Soledad;5;15;KR 84 74 15;2513683;
4.599435293000056,-74.16040386299994;"{""coordinates"": [-74.16040386299994, 4.599435293000056], ""type"": ""Point""}";05150109;Parroquia San Simón Stok;5;15;CL 57B SUR 69 21;;
4.709298148000073,-74.10262271899995;"{""coordinates"": [-74.10262271899995, 4.709298148000073], ""type"": ""Point""}";05150114;Parroquia Santa Bibiana de Jesús;5;15;TV 94 83B 60;2511421;
4.6792348610000545,-74.09267648899993;"{""coordinates"": [-74.09267648899993, 4.6792348610000545], ""type"": ""Point""}";05150116;Parroquia San Juan Bautista;5;15;KR 69K 68 58;2508141;
4.61455324700006,-74.10880451199995;"{""coordinates"": [-74.10880451199995, 4.61455324700006], ""type"": ""Point""}";05150141;Parroquia San Bernabe;5;15;KR 41 4C 80;;
4.7552716710000595,-74.09451262199991;"{""coordinates"": [-74.09451262199991, 4.7552716710000595], ""type"": ""Point""}";05150149;Monasterio de La Inmaculada Concepción;5;15;KR 109 152C 76;;
4.587550597000075,-74.0932485469999;"{""coordinates"": [-74.0932485469999, 4.587550597000075], ""type"": ""Point""}";05150157;Parroquia San Antonio de Paqua;5;15;AK 14 8 03 SUR;;
4.611389801000087,-74.10941805199991;"{""coordinates"": [-74.10941805199991, 4.611389801000087], ""type"": ""Point""}";05150172;Iglesia de Jesucristo de Los Santos de Los Últimos Días;5;15;KR 38D 3A 23;;https://www.lds.org/?lang=spa?
4.726412809000066,-74.09003981599994;"{""coordinates"": [-74.09003981599994, 4.726412809000066], ""type"": ""Point""}";05150185;Iglesia de Jesucristo de los Santos de los Últimos Días;5;15;TV 92 BIS 129F 63;;https://www.lds.org/?lang=spa?
4.670574564000049,-74.13306815999994;"{""coordinates"": [-74.13306815999994, 4.670574564000049], ""type"": ""Point""}";05150187;Iglesia Anglicana de San Pedro;5;15;CL 22A BIS A 93A 24;2988146;
4.73094231500005,-74.09272099499992;"{""coordinates"": [-74.09272099499992, 4.73094231500005], ""type"": ""Point""}";05150211;Parroquia San Calixto;5;15;CL 130F 95A 96;;
4.60983432800009,-74.1971337179999;"{""coordinates"": [-74.1971337179999, 4.60983432800009], ""type"": ""Point""}";05150215;Iglesia Santa María de Cana;5;15;CL 72C SUR 80N 52;7828090;
4.663000128000078,-74.07017670399993;"{""coordinates"": [-74.07017670399993, 4.663000128000078], ""type"": ""Point""}";05150216;Iglesia Santa Francisca Romana;5;15;KR 27C 71 20;765431;
4.604249718000062,-74.07856043099991;"{""coordinates"": [-74.07856043099991, 4.604249718000062], ""type"": ""Point""}";05150221;Iglesia de La Capuchina;5;15;KR 13 14 23;;
4.607086565000088,-74.12730860999994;"{""coordinates"": [-74.12730860999994, 4.607086565000088], ""type"": ""Point""}";05150231;Parroquia de San Pablo;5;15;AC 26 SUR 52B 15;;
4.587471530000073,-74.10257144799994;"{""coordinates"": [-74.10257144799994, 4.587471530000073], ""type"": ""Point""}";05150249;Parroquia Nuestra Señora de La Valvanera;5;15;KR 21A 16A 17 SUR;;
4.584023675000082,-74.12777851299995;"{""coordinates"": [-74.12777851299995, 4.584023675000082], ""type"": ""Point""}";05150251;Iglesia del Claret;5;15;DG 41 SUR 28 52;;
4.592053218000046,-74.07847519899991;"{""coordinates"": [-74.07847519899991, 4.592053218000046], ""type"": ""Point""}";05150252;Iglesia Santa Bárbara;5;15;KR 7 4 96;;
4.586075216000039,-74.06549687899991;"{""coordinates"": [-74.06549687899991, 4.586075216000039], ""type"": ""Point""}";05150275;Parroquia Nuestra Señora de la Peña;5;15;KR 7B ESTE 6 55;;
4.689946705000068,-74.0558352239999;"{""coordinates"": [-74.0558352239999, 4.689946705000068], ""type"": ""Point""}";05150277;Sinagoga Asociación Israelita Montefiore;5;15;KR 23 103 41;2579988;
4.6873936770000455,-74.09807006299991;"{""coordinates"": [-74.09807006299991, 4.6873936770000455], ""type"": ""Point""}";06210216;Alcaldía Local de Engativá;6;21;CL 71 73A 44;;www.engativa.gov.co/?
4.618100493000043,-74.07839561499992;"{""coordinates"": [-74.07839561499992, 4.618100493000043], ""type"": ""Point""}";06210010;Alcaldía Local de Los Mártires;6;21;KR 19B 23 90;;www.martires.gov.co/
4.56611207800006,-74.14362986799995;"{""coordinates"": [-74.14362986799995, 4.56611207800006], ""type"": ""Point""}";06210013;Alcaldía Local de Ciudad Bolívar;6;21;DG 62 SUR 20F 20;;www.ciudadbolivar.gov.co
4.585734781000042,-74.10111708599993;"{""coordinates"": [-74.10111708599993, 4.585734781000042], ""type"": ""Point""}";06210218;Alcaldía Local de Antonio Nariño;6;21;CL 17 SUR 18 49;;www.antonionarino.gov.co
4.740627094000047,-74.08414989099992;"{""coordinates"": [-74.08414989099992, 4.740627094000047], ""type"": ""Point""}";06210018;Alcaldía Local de Suba;6;21;CL 146C BIS 90 57;;www.suba.gov.co
4.619222706000073,-74.09802454399994;"{""coordinates"": [-74.09802454399994, 4.619222706000073], ""type"": ""Point""}";06210027;SuperCADE Calle 13;6;21;AC 13 37 35;;http://portel.bogota.gov.co
4.575068208000062,-74.1213816309999;"{""coordinates"": [-74.1213816309999, 4.575068208000062], ""type"": ""Point""}";06210028;CADE Santa Lucia;6;21;KR 14 41B 30 SUR;;http://portel.bogota.gov.co
4.723901264000062,-74.04653951099993;"{""coordinates"": [-74.04653951099993, 4.723901264000062], ""type"": ""Point""}";06210048;Cámara de Comercio de Bogotá;6;21;AK 19 140 29;;www.ccb.org.co
4.612965861000077,-74.08827770499994;"{""coordinates"": [-74.08827770499994, 4.612965861000077], ""type"": ""Point""}";06210052;Cámara de Comercio de Bogotá;6;21;AK 27 15 10;;www.ccb.org.co
4.646516504000089,-74.09463392999993;"{""coordinates"": [-74.09463392999993, 4.646516504000089], ""type"": ""Point""}";06210071;Ministerio de Educación Nacional;6;21;CL 43 57 14;;www.mineducacion.gov.co/?
4.625517796000054,-74.06614179499991;"{""coordinates"": [-74.06614179499991, 4.625517796000054], ""type"": ""Point""}";06210078;Ecopetrol - Edificio Teusacá;6;21;AK 7 38 04;;
4.628417270000057,-74.09245591099994;"{""coordinates"": [-74.09245591099994, 4.628417270000057], ""type"": ""Point""}";06210080;Empresa de Acueducto y Alcantarillado de Bogotá;6;21;AC 24 37 15;;www.acueducto.com.co
4.6252042530000494,-74.0669112499999;"{""coordinates"": [-74.0669112499999, 4.6252042530000494], ""type"": ""Point""}";06210095;Ministerio de Ambiente;6;21;KR 13 37 38;;www.minambiente.gov.co
4.675850059000084,-74.0445451729999;"{""coordinates"": [-74.0445451729999, 4.675850059000084], ""type"": ""Point""}";06230018;Embajada de la República de Corea;6;23;CL 94 9 39;;http://col.mofa.go.kr/worldlanguage/america/col/main/index.jsp
4.6897433700000875,-74.05624066999991;"{""coordinates"": [-74.05624066999991, 4.6897433700000875], ""type"": ""Point""}";06230022;Consulado República Bolivariana de Venezuela;6;23;AK 45 103 16;;http://colombia.embajada.gob.ve/
4.662160869000047,-74.0492828429999;"{""coordinates"": [-74.0492828429999, 4.662160869000047], ""type"": ""Point""}";06230027;Embajada del Perú;6;23;CL 80A 6 50;;www.embajadadelperu.org.co/?
4.676783146000048,-74.05140001299992;"{""coordinates"": [-74.05140001299992, 4.676783146000048], ""type"": ""Point""}";06230029;Embajada del Brasil;6;23;CL 93 14 20 Piso 8;;bogota.itamaraty.gov.br/?
4.606803325000044,-74.0878436449999;"{""coordinates"": [-74.0878436449999, 4.606803325000044], ""type"": ""Point""}";06250002;Estación de Bomberos Central;6;25;CL 11 20A 10;3602845;www.bomberosbogota.gov.co
4.746320780000076,-74.11079414799991;"{""coordinates"": [-74.11079414799991, 4.746320780000076], ""type"": ""Point""}";07260069;Centro Educativo Distrital Tibabuyes Universal;7;26;CR 124 No. 139-13;;http://www.sedbogota.edu.co/
4.725718626000059,-74.09351429399993;"{""coordinates"": [-74.09351429399993, 4.725718626000059], ""type"": ""Point""}";07260075;Colegio Distrital Educativo Básica y Media Gerardo Paredes Martínez;7;26;CR 94C No. 129A-04;6813272;http://www.sedbogota.edu.co/
4.696058260000086,-74.07391198399995;"{""coordinates"": [-74.07391198399995, 4.696058260000086], ""type"": ""Point""}";07260076;Colegio Distrital Santa Rosa;7;26;CL 102A No. 70-40;;http://www.sedbogota.edu.co/
4.730843853000067,-74.09198214999992;"{""coordinates"": [-74.09198214999992, 4.730843853000067], ""type"": ""Point""}";07260087;Colegio Distrital Virginia Gutiérrez de Pineda;7;26;CL 129D No. 94D-31;6924243;http://www.sedbogota.edu.co/
4.740127223000059,-74.02509905199992;"{""coordinates"": [-74.02509905199992, 4.740127223000059], ""type"": ""Point""}";07260089;Centro Educativo Distrital Divino Maestro;7;26;CL 164 No. 7F-08;;http://www.sedbogota.edu.co/
4.665388269000061,-74.0818255069999;"{""coordinates"": [-74.0818255069999, 4.665388269000061], ""type"": ""Point""}";07260092;Colegio Distrital Jorge Eliecer Gaitán;7;26;CL 66A No. 56-25;3119495;http://www.sedbogota.edu.co/
4.666960422000045,-74.06334235199995;"{""coordinates"": [-74.06334235199995, 4.666960422000045], ""type"": ""Point""}";07260095;Centro Educativo Distrital Policarpa Salavarrieta;7;26;CL 77 No. 22-66;2170607;http://www.sedbogota.edu.co/
4.664981352000041,-74.08044714399995;"{""coordinates"": [-74.08044714399995, 4.664981352000041], ""type"": ""Point""}";07260107;Colegio Distrital Jorge Eliecer Gaitán;7;26;CL 66A No. 54-40;;http://www.sedbogota.edu.co/
4.594465726000067,-74.09333621699994;"{""coordinates"": [-74.09333621699994, 4.594465726000067], ""type"": ""Point""}";07260114;Centro Educativo Distrital Eduardo Santos;7;26;CR 19A BIS No. 1C-55;;http://www.sedbogota.edu.co/
4.61515447000005,-74.07936887599993;"{""coordinates"": [-74.07936887599993, 4.61515447000005], ""type"": ""Point""}";07260116;Centro Educativo Distrital República de Venezuela;7;26;CL 22A No. 19A-46;;http://www.sedbogota.edu.co/
4.609077457000069,-74.08877520999994;"{""coordinates"": [-74.08877520999994, 4.609077457000069], ""type"": ""Point""}";06250021;Estación de Policía Mártires;6;25;KR 24 12 32;2478788;www.policia.gov.co
4.585720265000076,-74.1033203689999;"{""coordinates"": [-74.1033203689999, 4.585720265000076], ""type"": ""Point""}";06250026;Estación de Policía Antonio Nariño;6;25;AK 24 18 90 SUR;3617677;www.policia.gov.co
4.591473639000071,-74.07896075399991;"{""coordinates"": [-74.07896075399991, 4.591473639000071], ""type"": ""Point""}";06250031;Estación de Policía Candelaria;6;25;KR 7 6A 12;2806316;www.policia.gov.co
4.734568204000084,-74.0693292229999;"{""coordinates"": [-74.0693292229999, 4.734568204000084], ""type"": ""Point""}";06250037;Escuela de Carabineros de La Policía Nacional;6;25;KR 76 145 06;;www.policia.gov.co
4.682818434000069,-74.03868660699993;"{""coordinates"": [-74.03868660699993, 4.682818434000069], ""type"": ""Point""}";06250064;Escuela de Armas y Servicios;6;25;AK 7 102 51;;www.ejercito.mil.co
4.67643527000007,-74.12469015999994;"{""coordinates"": [-74.12469015999994, 4.67643527000007], ""type"": ""Point""}";06240020;Compañía Comercial e Industrial La Sabana Avesco SA - Kokoriko;6;24;CL 24F 94 51;2954082;
4.6088185500000804,-74.18279377199991;"{""coordinates"": [-74.18279377199991, 4.6088185500000804], ""type"": ""Point""}";06240024;Inter Nacional de Iluminarias;6;24;DG 60 SUR 80 81;7796981;
4.641012191000073,-74.10785686899993;"{""coordinates"": [-74.10785686899993, 4.641012191000073], ""type"": ""Point""}";06240026;Holcim Puente Aranda;6;24;KR 62 19 04 IN 5;;
4.64201642900008,-74.12130186299991;"{""coordinates"": [-74.12130186299991, 4.64201642900008], ""type"": ""Point""}";06240044;Cosmetic France Ltda Marcel France;6;24;CL 15 68D 32;;
4.599367731000085,-74.14170495499991;"{""coordinates"": [-74.14170495499991, 4.599367731000085], ""type"": ""Point""}";06240053;Fábrica de Aliños y Condimentos el Rey;6;24;KR 68G 43C 30 SUR;2042932;www.elrey.com.co
4.6169097600000555,-74.10521542499993;"{""coordinates"": [-74.10521542499993, 4.6169097600000555], ""type"": ""Point""}";06240066;Industrias Metalplasticas Ltda;6;24;KR 41A 6 08;;
4.635462482000094,-74.10232581199995;"{""coordinates"": [-74.10232581199995, 4.635462482000094], ""type"": ""Point""}";06240074;Exxon Mobil de Colombia Planta Bogotá;6;24;AK 50 19 75;;
4.633226554000089,-74.11492577099993;"{""coordinates"": [-74.11492577099993, 4.633226554000089], ""type"": ""Point""}";06240081;Nacional de Chocolates;6;24;KR 65 12 60;;
4.680614485000092,-74.12661309599991;"{""coordinates"": [-74.12661309599991, 4.680614485000092], ""type"": ""Point""}";06240094;Coca Cola Fémsa;6;24;AK 96 24C 94;2507532;www.coca-cola.com.co
4.681309225000064,-74.11966551999988;"{""coordinates"": [-74.11966551999988, 4.681309225000064], ""type"": ""Point""}";06240097;Carvajal SA.;6;24;AC 26 90 10;2952994;www.carvajal.com
4.674208601000089,-74.1183435489999;"{""coordinates"": [-74.1183435489999, 4.674208601000089], ""type"": ""Point""}";06240115;Laboratorios Vecol;6;24;AC 26 82 93;;www.vecol.com.co
4.685455129000047,-74.06285575599992;"{""coordinates"": [-74.06285575599992, 4.685455129000047], ""type"": ""Point""}";06240127;Laboratorios Pfizer Inc;6;24;AV SUBA 95 66;6002350;www.pfizer.com.co
4.649055560000079,-74.10545247499994;"{""coordinates"": [-74.10545247499994, 4.649055560000079], ""type"": ""Point""}";06210121;Imprenta Nacional de Colombia;6;21;KR 66 24 09;;
4.645976857000051,-74.09972491099995;"{""coordinates"": [-74.09972491099995, 4.645976857000051], ""type"": ""Point""}";06210123;Cámara Colombiana de Infraestructura;6;21;AC 26 59-41/65;6053030;www.infraestructura.org.co
4.602599262000069,-74.07224645399992;"{""coordinates"": [-74.07224645399992, 4.602599262000069], ""type"": ""Point""}";06210127;Edificio Avianca;6;21;CL 16 6 18;;
4.681988180000076,-74.04516530199993;"{""coordinates"": [-74.04516530199993, 4.681988180000076], ""type"": ""Point""}";06210147;Notaría 15;6;21;KR 11B 98 48;616 78 06;
4.653734156000041,-74.05873466299992;"{""coordinates"": [-74.05873466299992, 4.653734156000041], ""type"": ""Point""}";06210148;Notaría 16;6;21;KR 9 69A 81;310 66 36;
4.654189446000089,-74.05767866699995;"{""coordinates"": [-74.05767866699995, 4.654189446000089], ""type"": ""Point""}";06210153;Notaría 21;6;21;CL 70A 8 27;210 26 16;
4.67898413100005,-74.05115937399995;"{""coordinates"": [-74.05115937399995, 4.67898413100005], ""type"": ""Point""}";06210157;Notaría 25;6;21;CL 93B 15 34  Int. 101 105 201;530 88 22;
4.675435597000046,-74.04870136599993;"{""coordinates"": [-74.04870136599993, 4.675435597000046], ""type"": ""Point""}";06210158;Notaría 26;6;21;KR 12 93 26;621 44 21;
4.697337494000067,-74.04341583699994;"{""coordinates"": [-74.04341583699994, 4.697337494000067], ""type"": ""Point""}";06210166;Notaría 34;6;21;CL 118 15 15;400 70 38;
4.662200712000072,-74.0597473229999;"{""coordinates"": [-74.0597473229999, 4.662200712000072], ""type"": ""Point""}";06210173;Notaría 41;6;21;KR 15 75 09;212 57 20;
4.690009763000091,-74.0935526749999;"{""coordinates"": [-74.0935526749999, 4.690009763000091], ""type"": ""Point""}";06210183;Notaría 51;6;21;AK 72 74 39;224 08 80;
4.673142030000065,-74.14341218499993;"{""coordinates"": [-74.14341218499993, 4.673142030000065], ""type"": ""Point""}";06210187;Notaría 55;6;21;CL 18A 98 53;415 75 11;
